Domain Code,Domain,Reporter Country Code (FAO),Reporter Countries,Partner Country Code (FAO),Partner Countries,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","626","Fruit, cooked, homogenized preparations","2020","2020","tonnes","57","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","620","Fruit, dried nes","2020","2020","tonnes","2203","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","620","Fruit, dried nes","2020","2020","tonnes","1215","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","619","Fruit, fresh nes","2020","2020","tonnes","184806","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","619","Fruit, fresh nes","2020","2020","tonnes","934","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","623","Fruit, prepared nes","2020","2020","tonnes","369518","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","623","Fruit, prepared nes","2020","2020","tonnes","35400","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","603","Fruit, tropical fresh nes","2020","2020","tonnes","9045","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","603","Fruit, tropical fresh nes","2020","2020","tonnes","1781","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","406","Garlic","2020","2020","tonnes","15270","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","406","Garlic","2020","2020","tonnes","461","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","57","Germ, maize","2020","2020","tonnes","12","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","720","Ginger","2020","2020","tonnes","1199","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","720","Ginger","2020","2020","tonnes","197","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","172","Glucose and dextrose","2020","2020","tonnes","11008","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","172","Glucose and dextrose","2020","2020","tonnes","188275","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","507","Grapefruit (inc. pomelos)","2020","2020","tonnes","7992","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","507","Grapefruit (inc. pomelos)","2020","2020","tonnes","703","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","560","Grapes","2020","2020","tonnes","196451","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","560","Grapes","2020","2020","tonnes","65801","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","994","Grease incl. lanolin wool","2020","2020","tonnes","636","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","994","Grease incl. lanolin wool","2020","2020","tonnes","35","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","246","Groundnuts, prepared","2020","2020","tonnes","14126","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","246","Groundnuts, prepared","2020","2020","tonnes","7037","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","243","Groundnuts, shelled","2020","2020","tonnes","1049","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","243","Groundnuts, shelled","2020","2020","tonnes","96455","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","233","Hazelnuts, shelled","2020","2020","tonnes","12","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","225","Hazelnuts, with shell","2020","2020","tonnes","44","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1216","Hides nes","2020","2020","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1216","Hides nes","2020","2020","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","920","Hides, cattle, wet salted","2020","2020","tonnes","3236","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","920","Hides, cattle, wet salted","2020","2020","tonnes","43905","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1182","Honey, natural","2020","2020","tonnes","3467","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1182","Honey, natural","2020","2020","tonnes","43","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","677","Hops","2020","2020","tonnes","249","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5608","Import Quantity","1096","Horses","2020","2020","Head","3156","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1096","Horses","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5908","Export Quantity","1096","Horses","2020","2020","Head","38131","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1096","Horses","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","910","Ice cream and edible ice","2020","2020","tonnes","11875","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","910","Ice cream and edible ice","2020","2020","tonnes","22538","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","109","Infant food","2020","2020","tonnes","2274","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","109","Infant food","2020","2020","tonnes","87","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","519","Juice, apple, concentrated","2020","2020","tonnes","37","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","519","Juice, apple, concentrated","2020","2020","tonnes","209","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","518","Juice, apple, single strength","2020","2020","tonnes","1349","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","518","Juice, apple, single strength","2020","2020","tonnes","458","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","514","Juice, citrus, concentrated","2020","2020","tonnes","631","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","514","Juice, citrus, concentrated","2020","2020","tonnes","441","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","513","Juice, citrus, single strength","2020","2020","tonnes","14906","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","513","Juice, citrus, single strength","2020","2020","tonnes","288","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","622","Juice, fruit nes","2020","2020","tonnes","30466","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","622","Juice, fruit nes","2020","2020","tonnes","10856","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","562","Juice, grape","2020","2020","tonnes","3686","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","562","Juice, grape","2020","2020","tonnes","195","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","509","Juice, grapefruit","2020","2020","tonnes","7087","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","509","Juice, grapefruit","2020","2020","tonnes","163","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","510","Juice, grapefruit, concentrated","2020","2020","tonnes","583","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","510","Juice, grapefruit, concentrated","2020","2020","tonnes","271","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","499","Juice, lemon, concentrated","2020","2020","tonnes","35289","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","499","Juice, lemon, concentrated","2020","2020","tonnes","106","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","498","Juice, lemon, single strength","2020","2020","tonnes","40819","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","498","Juice, lemon, single strength","2020","2020","tonnes","1498","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","492","Juice, orange, concentrated","2020","2020","tonnes","295349","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","492","Juice, orange, concentrated","2020","2020","tonnes","72","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","491","Juice, orange, single strength","2020","2020","tonnes","83623","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","491","Juice, orange, single strength","2020","2020","tonnes","2297","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","576","Juice, pineapple","2020","2020","tonnes","3180","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","580","Juice, pineapple, concentrated","2020","2020","tonnes","385","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","580","Juice, pineapple, concentrated","2020","2020","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","390","Juice, tomato","2020","2020","tonnes","93","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","390","Juice, tomato","2020","2020","tonnes","11","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","780","Jute","2020","2020","tonnes","336","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","592","Kiwi fruit","2020","2020","tonnes","4115","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","224","Kola nuts","2020","2020","tonnes","19","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","173","Lactose","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","173","Lactose","2020","2020","tonnes","36753","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1043","Lard","2020","2020","tonnes","685","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1043","Lard","2020","2020","tonnes","17589","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","407","Leeks, other alliaceous vegetables","2020","2020","tonnes","9126","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","407","Leeks, other alliaceous vegetables","2020","2020","tonnes","40","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","497","Lemons and limes","2020","2020","tonnes","743778","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","497","Lemons and limes","2020","2020","tonnes","2718","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","201","Lentils","2020","2020","tonnes","825","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","201","Lentils","2020","2020","tonnes","31619","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","372","Lettuce and chicory","2020","2020","tonnes","342078","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","372","Lettuce and chicory","2020","2020","tonnes","38229","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","333","Linseed","2020","2020","tonnes","15","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","333","Linseed","2020","2020","tonnes","2286","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","18","Macaroni","2020","2020","tonnes","40179","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","18","Macaroni","2020","2020","tonnes","1896","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","56","Maize","2020","2020","tonnes","43416","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","56","Maize","2020","2020","tonnes","14637483","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","446","Maize, green","2020","2020","tonnes","68881","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","446","Maize, green","2020","2020","tonnes","142","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","49","Malt","2020","2020","tonnes","314458","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","571","Mangoes, mangosteens, guavas","2020","2020","tonnes","343004","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","160","Maple sugar and syrups","2020","2020","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","160","Maple sugar and syrups","2020","2020","tonnes","236","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1241","Margarine, liquid","2020","2020","tonnes","24706","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1241","Margarine, liquid","2020","2020","tonnes","7517","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1242","Margarine, short","2020","2020","tonnes","1427","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1242","Margarine, short","2020","2020","tonnes","11537","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","671","Maté","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1173","Meal, meat","2020","2020","tonnes","201022","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1166","Meat nes","2020","2020","tonnes","10","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","874","Meat, beef and veal sausages","2020","2020","tonnes","1203","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","875","Meat, beef, preparations","2020","2020","tonnes","1975","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","875","Meat, beef, preparations","2020","2020","tonnes","1347","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","867","Meat, cattle","2020","2020","tonnes","91386","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","867","Meat, cattle","2020","2020","tonnes","6847","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","870","Meat, cattle, boneless (beef & veal)","2020","2020","tonnes","147470","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","870","Meat, cattle, boneless (beef & veal)","2020","2020","tonnes","95272","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1058","Meat, chicken","2020","2020","tonnes","726674","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1061","Meat, chicken, canned","2020","2020","tonnes","4034","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1061","Meat, chicken, canned","2020","2020","tonnes","18349","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1164","Meat, dried nes","2020","2020","tonnes","2224","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1069","Meat, duck","2020","2020","tonnes","647","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1017","Meat, goat","2020","2020","tonnes","481","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1097","Meat, horse","2020","2020","tonnes","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1035","Meat, pig","2020","2020","tonnes","305","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1035","Meat, pig","2020","2020","tonnes","468444","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1041","Meat, pig sausages","2020","2020","tonnes","161","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1041","Meat, pig sausages","2020","2020","tonnes","43088","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1042","Meat, pig, preparations","2020","2020","tonnes","2644","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1042","Meat, pig, preparations","2020","2020","tonnes","9154","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1038","Meat, pork","2020","2020","tonnes","28478","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1038","Meat, pork","2020","2020","tonnes","102779","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1141","Meat, rabbit","2020","2020","tonnes","7","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","977","Meat, sheep","2020","2020","tonnes","297","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","977","Meat, sheep","2020","2020","tonnes","2099","Im","FAO data based on imputation methodology"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1080","Meat, turkey","2020","2020","tonnes","134977","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","568","Melons, other (inc.cantaloupes)","2020","2020","tonnes","94579","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","568","Melons, other (inc.cantaloupes)","2020","2020","tonnes","13455","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","909","Milk, products of natural constituents nes","2020","2020","tonnes","6397","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","888","Milk, skimmed cow","2020","2020","tonnes","2956","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","888","Milk, skimmed cow","2020","2020","tonnes","932","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","898","Milk, skimmed dried","2020","2020","tonnes","6","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","898","Milk, skimmed dried","2020","2020","tonnes","293041","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","889","Milk, whole condensed","2020","2020","tonnes","2134","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","889","Milk, whole condensed","2020","2020","tonnes","1656","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","897","Milk, whole dried","2020","2020","tonnes","5009","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","897","Milk, whole dried","2020","2020","tonnes","2890","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","894","Milk, whole evaporated","2020","2020","tonnes","147","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","894","Milk, whole evaporated","2020","2020","tonnes","727","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","882","Milk, whole fresh cow","2020","2020","tonnes","2442","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","882","Milk, whole fresh cow","2020","2020","tonnes","6452","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","79","Millet","2020","2020","tonnes","3692","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","114","Mixes and doughs","2020","2020","tonnes","9124","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","114","Mixes and doughs","2020","2020","tonnes","50763","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","165","Molasses","2020","2020","tonnes","43094","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","165","Molasses","2020","2020","tonnes","610","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5908","Export Quantity","1110","Mules","2020","2020","Head","863","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1110","Mules","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","449","Mushrooms and truffles","2020","2020","tonnes","13686","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","449","Mushrooms and truffles","2020","2020","tonnes","56","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","451","Mushrooms, canned","2020","2020","tonnes","87","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","451","Mushrooms, canned","2020","2020","tonnes","60","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","292","Mustard seed","2020","2020","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","292","Mustard seed","2020","2020","tonnes","1182","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","702","Nutmeg, mace and cardamoms","2020","2020","tonnes","0","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","702","Nutmeg, mace and cardamoms","2020","2020","tonnes","64","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","234","Nuts nes","2020","2020","tonnes","71528","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","234","Nuts nes","2020","2020","tonnes","32872","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","235","Nuts, prepared (exc. groundnuts)","2020","2020","tonnes","10065","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","235","Nuts, prepared (exc. groundnuts)","2020","2020","tonnes","10160","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","75","Oats","2020","2020","tonnes","1","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","75","Oats","2020","2020","tonnes","5357","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","76","Oats rolled","2020","2020","tonnes","1671","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","76","Oats rolled","2020","2020","tonnes","5254","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","868","Offals, edible, cattle","2020","2020","tonnes","18515","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","868","Offals, edible, cattle","2020","2020","tonnes","50546","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1074","Offals, liver geese","2020","2020","tonnes","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1036","Offals, pigs, edible","2020","2020","tonnes","1126","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1036","Offals, pigs, edible","2020","2020","tonnes","91979","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","978","Offals, sheep,edible","2020","2020","tonnes","312","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","1274","Oil, boiled etc","2020","2020","tonnes","2057","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","1274","Oil, boiled etc","2020","2020","tonnes","58595","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","266","Oil, castor beans","2020","2020","tonnes","9","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","266","Oil, castor beans","2020","2020","tonnes","725","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","252","Oil, coconut (copra)","2020","2020","tonnes","413","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","252","Oil, coconut (copra)","2020","2020","tonnes","1481","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","331","Oil, cottonseed","2020","2020","tonnes","18883","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","753","Oil, essential nes","2020","2020","tonnes","4738","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","753","Oil, essential nes","2020","2020","tonnes","3164","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","244","Oil, groundnut","2020","2020","tonnes","181","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","244","Oil, groundnut","2020","2020","tonnes","59","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","334","Oil, linseed","2020","2020","tonnes","725","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","60","Oil, maize","2020","2020","tonnes","1131","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","60","Oil, maize","2020","2020","tonnes","12027","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","274","Oil, olive residues","2020","2020","tonnes","52","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","261","Oil, olive, virgin","2020","2020","tonnes","2","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","261","Oil, olive, virgin","2020","2020","tonnes","1947","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","257","Oil, palm","2020","2020","tonnes","6788","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","257","Oil, palm","2020","2020","tonnes","6039","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","258","Oil, palm kernel","2020","2020","tonnes","14","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","271","Oil, rapeseed","2020","2020","tonnes","1220","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","271","Oil, rapeseed","2020","2020","tonnes","51839","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5610","Import Quantity","281","Oil, safflower","2020","2020","tonnes","16110","","Official data"
"TM","Detailed trade matrix","231","United States of America","138","Mexico","5910","Export Quantity","281","Oil, safflower","2020","2020","tonnes","676","","Official data"
